ID_Karyawan,Jenis_Kelamin,Usia,Status_Pernikahan,Tingkat_Jabatan,Pengalaman,Departemen,Tipe_Karyawan,Keseimbangan_Kerja_Hidup,Lingkungan_Kerja,Jam_Aktivitas_Fisik,Beban_Kerja,Tingkat_Stres,Jam_Tidur,Mode_Komodasi,Jarak_Perjalanan,Jumlah_Perusahaan_Sebelumnya,Ukuran_Tim,Jumlah_Laporan,Tingkat_Pendidikan,Lembur,Jam_Pelatihan_PerTahun,Kepuasan_Kerja,Gaji_Kotor
2483,Wanita,26.0,Belum Menikah,Mid-Level,2,Legal,Penuh Waktu,5,5,1.9,5.650678141054091,2,7.929828854087429,Mobil,6,0,11,0,S1,False,31.0,3,126324.4989513382
679,Pria,44.0,Menikah,Senior,2,Sales,Penuh Waktu,3,5,3.4,4.384394375864057,1,6.916801841935401,Mobil,24,0,21,4,S1,False,41.0,3,57421.2504189781
688,Pria,28.0,Menikah,Mid-Level,2,IT,Penuh Waktu,3,1,2.1,6.7487741425479415,1,8.808305655282508,Mobil,7,0,11,0,S1,False,31.0,3,93870.7336379562
689,Wanita,26.0,Belum Menikah,Mid-Level,7,Finance,Penuh Waktu,2,3,2.9,6.947572383409232,1,6.234680076482598,Sepeda,3,2,15,0,S1,False,33.5,3,57943.34967931873
697,Wanita,34.0,,Senior,9,Operations,Penuh Waktu,3,1,1.2,3.180688508259044,1,,,10,3,20,9,S1,False,44.5,3,
701,Wanita,43.0,Menikah,Senior,9,HR,Penuh Waktu,2,2,1.5,4.488781877976275,1,7.000311843625176,Transportasi Publik,10,3,17,3,S1,False,44.5,3,81963.55066326034
703,Wanita,29.0,Cerai,Senior,15,Sales,Penuh Waktu,4,2,2.5,4.719289511529585,1,7.184717950467824,Sepeda,4,5,15,5,S1,False,47.5,3,152680.82240389293
705,Wanita,51.0,Belum Menikah,Junior,0,Finance,Penuh Waktu,4,4,2.7,5.890500945777845,1,5.353787211789775,Mobil,18,0,7,0,S1,True,20.0,3,132469.64019854015
710,Wanita,28.0,Belum Menikah,Mid-Level,3,Marketing,Paruh Waktu,4,3,2.7,4.0351647306704885,1,5.3370352004892885,Mobil,25,1,10,0,S1,False,31.5,3,28765.743846228703
716,Wanita,40.0,Belum Menikah,,4,Finance,Paruh Waktu,4,3,0.6,4.013406971246921,1,6.620011918241691,Sepeda,4,1,10,0,S1,False,32.0,3,163393.50051192215
721,Wanita,33.0,Belum Menikah,Magang,1,Customer Service,Penuh Waktu,3,5,2.1,6.901820620678293,1,6.196553607540148,Mobil,21,0,28,0,S1,False,10.5,3,87134.73171338197
724,Wanita,30.0,Menikah,Mid-Level,7,Operations,Penuh Waktu,3,3,,6.733042217812916,3,8.79572011549449,Mobil,24,5,11,0,S1,False,33.5,3,161720.7140647202
727,Wanita,37.0,Belum Menikah,Mid-Level,12,Finance,Penuh Waktu,5,1,3.5,6.659490986591366,2,5.994612245801043,Mobil,19,8,14,0,S1,False,36.0,3,44080.59061946472
729,Wanita,25.0,Belum Menikah,Mid-Level,2,Sales,Penuh Waktu,1,5,,8.146301493037056,1,7.233621001172452,Sepeda,8,0,11,0,S1,False,31.0,3,28151.35354939173
730,Wanita,31.0,Menikah,Junior,1,HR,Penuh Waktu,3,4,0.5,3.911945519227343,2,5.229218390476536,Sepeda Motor,22,0,8,0,S1,True,20.5,3,170305.93820583943
732,Pria,30.0,Belum Menikah,Junior,7,IT,Penuh Waktu,5,5,2.3,8.210917507458124,2,7.2874676798566735,Mobil,19,2,7,0,S1,True,23.5,3,123052.06839367397
733,Pria,36.0,Belum Menikah,Senior,3,IT,Penuh Waktu,5,5,4.0,4.06562869802076,1,5.363691171920776,Sepeda,6,5,25,5,S1,True,41.5,3,143854.73992506083
738,Pria,34.0,Belum Menikah,Mid-Level,2,Finance,Kontrak,4,2,,4.073334043050487,2,6.667953575684544,Mobil,28,3,15,0,S1,,31.0,3,167656.98301216544
741,Pria,36.0,Menikah,Mid-Level,21,Customer Service,Penuh Waktu,4,3,1.4,7.189257014759087,1,6.43608393594081,Mobil,22,7,11,0,S1,False,40.5,3,135155.69910997566
744,Wanita,39.0,Belum Menikah,Senior,15,Marketing,Penuh Waktu,4,5,2.6,4.220798928743366,1,6.785925484238849,Sepeda Motor,6,5,20,5,S1,False,47.5,3,154591.51380535282
749,Wanita,34.0,Menikah,Senior,2,Sales,Penuh Waktu,4,1,2.4,5.362126766182498,1,7.698987754190154,Sepeda,5,9,18,7,S1,False,41.0,3,91513.75374890512
753,Wanita,46.0,Belum Menikah,Senior,5,Marketing,Penuh Waktu,3,3,3.0,2.98776274380298,1,4.420558461980218,Mobil,15,6,17,1,S1,False,42.5,3,121718.68375425792
756,Wanita,34.0,Belum Menikah,Magang,0,Operations,Penuh Waktu,5,4,2.9,6.705019722135832,1,6.032552858754764,Jalan Kaki,1,0,28,0,S1,False,10.0,3,111581.3774160584
763,Pria,31.0,Menikah,,2,IT,Paruh Waktu,4,1,1.8,5.116554481153913,1,6.283251232162285,Mobil,7,6,18,7,S1,True,41.0,3,159430.01129294402
770,Pria,40.0,Belum Menikah,Magang,1,IT,Penuh Waktu,4,5,2.7,4.8811498198282735,2,4.512661273498466,Sepeda,3,0,20,0,S1,True,10.5,3,143480.38991240875
778,Wanita,32.0,Belum Menikah,Magang,1,Customer Service,Paruh Waktu,5,2,1.7,5.905033880025063,1,8.133313445264205,Transportasi Publik,11,0,22,0,S1,False,10.5,3,101719.5353080292
784,Pria,42.0,Menikah,Senior,5,Marketing,Paruh Waktu,3,5,1.1,5.490486083771262,3,7.801675208261165,Mobil,20,3,18,9,S1,False,42.5,3,54552.05251970803
786,Wanita,29.0,Belum Menikah,Junior,6,Operations,Penuh Waktu,5,2,0.8,3.612859551920708,4,,Transportasi Publik,8,2,8,0,S1,False,23.0,3,167618.7571703163
787,Pria,30.0,Menikah,Senior,29,Operations,Penuh Waktu,2,5,1.8,5.975850731756543,1,8.189966926649388,Mobil,14,10,25,5,S1,False,54.5,3,158756.7403552311
789,Wanita,41.0,Belum Menikah,Junior,3,Sales,Penuh Waktu,5,5,1.0,6.497224054778943,2,5.859389802624024,Mobil,12,1,6,0,S1,True,21.5,3,102768.5248024331
791,Pria,40.0,Menikah,Mid-Level,22,IT,Penuh Waktu,5,5,0.6,3.678060423599829,1,5.024568931802461,Mobil,7,7,15,0,S1,False,41.0,3,93167.4117678832
796,Wanita,42.0,Menikah,Mid-Level,15,Sales,Paruh Waktu,2,2,3.2,6.209597786577631,1,5.619701245789598,Mobil,27,5,14,0,S1,False,37.5,3,30959.959708515817
797,Pria,32.0,Belum Menikah,Junior,3,Legal,Penuh Waktu,5,2,3.1,4.594678932677327,1,7.0850294873860165,Transportasi Publik,5,1,10,0,S1,False,21.5,3,108494.69666472018
803,Wanita,33.0,Menikah,Mid-Level,13,Sales,Paruh Waktu,4,3,3.1,4.879601036520206,1,7.31296717046032,Transportasi Publik,9,4,15,0,S1,False,36.5,3,148750.69477810222
808,Wanita,31.0,Menikah,Mid-Level,3,Operations,Paruh Waktu,2,5,1.5,7.545319344966355,2,6.732802544446867,Transportasi Publik,13,5,13,0,S1,False,31.5,3,50029.3342812652
809,Wanita,31.0,Menikah,Senior,1,IT,Paruh Waktu,3,3,,8.29971133197343,2,7.361462533619429,Mobil,14,5,24,1,S1,False,40.5,3,105420.55253965936
819,Wanita,42.0,Belum Menikah,,4,Marketing,Paruh Waktu,3,1,2.7,3.354611125106996,2,4.741550795621233,Mobil,9,1,9,0,S1,True,22.0,3,67843.81251289538
822,Pria,35.0,Menikah,Junior,3,Finance,Paruh Waktu,5,1,,4.109642222155074,1,5.402203005538301,Sepeda Motor,4,1,8,0,S1,,21.5,3,112328.421216545
826,Wanita,42.0,Menikah,,11,Finance,Penuh Waktu,1,3,1.7,8.206912669105165,1,7.284130314562541,Sepeda Motor,21,3,10,0,S1,False,35.5,3,108304.23967931874
828,Pria,23.0,Menikah,,8,Finance,Penuh Waktu,5,3,3.5,3.759569358797155,1,6.416941828281879,Transportasi Publik,11,2,13,0,S1,False,34.0,3,128886.6874846715
830,Wanita,36.0,,Mid-Level,1,Operations,Kontrak,4,4,2.0,7.20820211366413,1,,,18,6,15,0,S1,False,30.5,3,
832,Pria,43.0,Menikah,Junior,3,Legal,Paruh Waktu,5,3,3.5,6.862582590355517,1,6.1638552489378355,Sepeda,7,1,6,0,S1,False,21.5,3,66115.69252214112
837,Pria,26.0,Menikah,Junior,4,IT,Paruh Waktu,3,5,2.4,9.931760934258744,1,,Mobil,9,1,7,0,S1,False,22.0,3,96642.2013620438
839,Wanita,42.0,Belum Menikah,Junior,1,Operations,Penuh Waktu,2,2,,3.1050874166075126,2,4.523217550684184,Transportasi Publik,28,1,10,0,S1,False,20.5,3,126299.30630997564
844,Pria,36.0,Menikah,Senior,14,IT,Kontrak,1,4,,6.488465746460015,1,5.85209121235825,Transportasi Publik,9,8,16,6,S1,,47.0,3,164867.9265245742
847,Wanita,35.0,Menikah,Mid-Level,6,Finance,Penuh Waktu,3,4,2.0,6.861118109051388,1,6.16263484785106,Mobil,5,5,14,0,S1,True,33.0,3,146064.73310705594
852,Wanita,35.0,Menikah,Junior,4,Legal,Kontrak,1,5,1.3,2.383674999605824,1,4.019376690653694,Mobil,14,1,6,0,S1,False,22.0,3,108056.98700048662
853,Pria,27.0,Belum Menikah,Junior,2,IT,Paruh Waktu,3,2,2.0,3.1227613169024213,1,4.538682213442229,Mobil,25,0,7,0,S1,True,21.0,3,79067.52890900243
861,Pria,23.0,Cerai,Mid-Level,11,Operations,Penuh Waktu,5,1,0.8,6.8568345061463845,1,6.159065178763559,Mobil,22,8,12,0,S1,False,35.5,3,108911.48534111922
865,Pria,40.0,Menikah,Mid-Level,15,IT,Paruh Waktu,2,5,2.9,5.95801264700777,1,5.410046962814713,Jalan Kaki,2,5,12,0,S1,True,37.5,3,96310.84791240876
870,Pria,26.0,Belum Menikah,Mid-Level,7,Finance,Penuh Waktu,1,4,2.8,5.787829595183692,1,8.03955001739111,Mobil,24,7,10,0,S1,False,33.5,3,127028.90315912408
875,Pria,30.0,Menikah,Mid-Level,7,IT,Penuh Waktu,1,5,,8.92439102360115,2,7.882028943309196,Transportasi Publik,17,2,12,0,S1,False,33.5,3,44710.82694403893
879,Pria,51.0,Belum Menikah,Junior,4,Finance,Penuh Waktu,1,5,2.2,3.1028289366255284,1,4.521241380699949,Sepeda Motor,12,1,7,0,S1,False,22.0,3,168853.688859854
880,Wanita,33.0,Belum Menikah,Senior,7,Customer Service,Penuh Waktu,4,4,1.7,6.4857544712880735,1,5.8498318163816325,Sepeda Motor,23,5,25,7,S1,False,43.5,3,66913.23715717762
882,Pria,36.0,Menikah,Junior,6,HR,Penuh Waktu,5,3,,8.495922003819775,1,7.524971426824718,Transportasi Publik,26,2,9,0,S1,True,23.0,3,147566.6470306569
889,Pria,29.0,Menikah,Senior,8,Customer Service,Penuh Waktu,4,4,,3.1922539183397465,2,4.599488239699889,Mobil,29,2,17,2,S1,False,44.0,3,88314.77372311435
891,Wanita,43.0,Belum Menikah,Senior,11,Operations,Penuh Waktu,1,2,,5.567947632826267,2,5.084992784330128,Transportasi Publik,13,3,24,7,S1,False,45.5,3,100680.5609245742
892,Wanita,24.0,Menikah,Mid-Level,5,Sales,Penuh Waktu,3,1,0.8,5.479187259092032,1,7.79263614851778,Sepeda,8,3,13,0,S1,False,32.5,3,68927.19007007299
894,Wanita,40.0,,Mid-Level,7,IT,Penuh Waktu,5,2,2.4,8.583731198462019,1,,,14,4,15,0,S1,False,33.5,3,
896,Wanita,25.0,Belum Menikah,Magang,0,Customer Service,Penuh Waktu,4,1,2.4,9.069538046354443,1,8.00298479560361,Mobil,25,0,20,0,S1,False,10.0,3,106781.44058199512
898,Pria,48.0,Menikah,Mid-Level,9,Finance,Kontrak,3,3,2.0,5.398517031568926,3,7.728099966499296,Transportasi Publik,27,3,10,0,S1,False,34.5,3,46904.68454744525
899,Pria,37.0,Belum Menikah,,13,IT,Paruh Waktu,5,2,2.3,6.315625360913303,1,5.70805755773599,Mobil,19,4,21,4,S1,True,46.5,3,82479.9868136253
902,Pria,26.0,Menikah,Mid-Level,14,Legal,Kontrak,5,5,1.3,3.22766659687559,1,4.630474333418752,Jalan Kaki,2,4,12,0,S1,True,37.0,3,144197.0683785888
906,Wanita,33.0,Menikah,Mid-Level,8,Finance,Penuh Waktu,4,3,2.0,7.142923462493714,1,6.397472642386333,Mobil,10,2,12,0,S1,False,34.0,3,111689.375183455
908,Wanita,38.0,Cerai,Senior,17,Sales,Kontrak,1,4,2.5,7.745801334937097,3,,Mobil,15,5,22,1,S1,False,48.5,3,96342.21276447688
909,Wanita,29.0,Belum Menikah,Mid-Level,7,Finance,Penuh Waktu,5,1,1.9,4.315863048181037,3,6.861976779788985,Sepeda Motor,3,2,11,0,S1,False,33.5,3,161236.48681070557
910,Pria,30.0,Cerai,Mid-Level,18,Marketing,Paruh Waktu,4,3,,6.002841786440384,2,5.447404579008557,Sepeda,8,8,11,0,S1,True,39.0,3,165495.7774817518
914,Pria,44.0,Belum Menikah,,1,Finance,Penuh Waktu,2,4,3.0,7.782125593242005,1,6.930141084676575,Mobil,21,0,7,0,S1,True,20.5,3,44875.69831386862
919,Pria,42.0,Menikah,,23,HR,Penuh Waktu,4,3,2.5,6.390788344318601,1,5.770693377240406,Mobil,13,7,15,0,S1,False,41.5,3,79489.65804720196
924,Pria,36.0,Belum Menikah,Junior,0,Marketing,Penuh Waktu,4,3,2.4,3.8307459054010256,1,5.158168728378509,Transportasi Publik,19,0,10,0,S1,False,20.0,3,33704.40819756691
925,Pria,37.0,Menikah,,11,Operations,Penuh Waktu,3,5,2.8,6.522602511484803,2,8.627368350431997,Mobil,17,3,11,0,S1,True,35.5,3,85050.19829683698
928,Pria,41.0,Belum Menikah,Mid-Level,8,Finance,Penuh Waktu,2,1,4.2,5.939941427477727,1,5.394987613206345,Mobil,18,2,13,0,S1,False,34.0,3,141450.26749440387
930,Wanita,46.0,Belum Menikah,Senior,10,Sales,Penuh Waktu,4,1,3.2,8.748115458782088,2,,Mobil,20,6,22,6,S1,False,45.0,3,24711.830647688563
934,Pria,27.0,Cerai,Mid-Level,18,Operations,Penuh Waktu,3,3,0.8,7.1381446169027605,1,6.393490271060538,Sepeda Motor,11,6,15,0,S1,False,39.0,3,123090.84319221412
939,Pria,48.0,Belum Menikah,Magang,1,IT,Penuh Waktu,5,1,1.0,6.717027024871561,1,6.0425589443678716,Transportasi Publik,6,0,26,0,S1,False,10.5,3,101264.86783746956
940,Wanita,39.0,Menikah,Senior,10,Operations,Paruh Waktu,4,1,,7.654959824884278,3,6.824169611045136,Mobil,5,3,22,9,S1,,45.0,3,98849.31203211678
945,Wanita,44.0,Belum Menikah,Mid-Level,7,Finance,Penuh Waktu,1,2,0.4,7.401132953410511,1,6.612647218150331,Sepeda Motor,20,2,14,0,S1,False,33.5,3,106778.8430437956
949,Pria,51.0,Belum Menikah,Junior,2,Legal,Penuh Waktu,5,3,,7.662748969257736,1,6.830660564689683,Transportasi Publik,24,1,7,0,S1,,21.0,3,139188.04595231143
954,Pria,37.0,Menikah,,16,IT,Penuh Waktu,1,1,0.1,3.364596607957673,1,4.750288093115574,Sepeda,9,5,11,0,S1,False,38.0,3,64110.89447834549
957,Pria,38.0,Menikah,,25,IT,Penuh Waktu,4,2,2.0,6.564414371787567,3,5.915381733464544,Transportasi Publik,26,8,15,0,S1,True,42.5,3,63499.60206715329
961,Wanita,38.0,Belum Menikah,Junior,3,Finance,Paruh Waktu,5,5,0.7,5.476385703601364,3,5.008691176642707,Mobil,18,1,5,0,S1,False,21.5,3,67583.14949537713
964,Pria,25.0,Cerai,Mid-Level,10,HR,Penuh Waktu,5,4,2.6,8.672651069408644,1,7.672245648148776,Transportasi Publik,6,3,15,0,S1,False,35.0,3,99909.38865644769
967,Pria,40.0,Belum Menikah,Junior,2,Sales,Penuh Waktu,4,4,3.1,4.064345944627953,1,6.660763096946517,Sepeda,10,0,9,0,S1,False,21.0,3,45438.21413381994
968,Pria,25.0,Belum Menikah,Mid-Level,1,Marketing,Paruh Waktu,5,1,1.0,2.592324794177144,1,4.074550256057613,Transportasi Publik,20,5,14,0,S1,False,30.5,3,54923.14834160583
969,Wanita,38.0,Belum Menikah,Junior,4,Legal,Penuh Waktu,3,5,2.8,6.934801229041122,1,6.224037447842506,Mobil,7,1,8,0,S1,False,22.0,3,34438.26889148418
970,Wanita,24.0,Belum Menikah,Junior,5,Sales,Kontrak,4,1,1.3,7.694668279142261,2,6.857259989593456,Sepeda,7,1,10,0,S1,False,22.5,3,158998.66881265206
974,Pria,27.0,Menikah,Mid-Level,14,IT,Penuh Waktu,1,4,,7.183025305289657,3,6.430890844716286,Mobil,29,4,12,0,S1,False,37.0,3,153124.2792097323
984,Wanita,30.0,,Junior,5,Legal,Paruh Waktu,5,2,1.7,7.335125588450468,3,,,21,1,8,0,S1,True,22.5,3,
986,Wanita,29.0,Belum Menikah,Junior,5,Operations,Penuh Waktu,3,2,1.9,6.745861239198247,1,8.805975332602753,Transportasi Publik,25,1,7,0,S1,False,22.5,3,154738.93125742092
992,Wanita,41.0,Belum Menikah,Junior,1,Finance,Penuh Waktu,3,2,3.0,4.492607619416744,2,5.737297728142262,Mobil,6,0,5,0,S1,False,20.5,3,128937.39996982968
993,Wanita,31.0,Menikah,Mid-Level,19,Customer Service,Penuh Waktu,4,4,3.2,3.577744409425804,3,4.93679241940019,Sepeda,6,6,12,0,S1,True,39.5,3,84535.94371532847
995,Wanita,25.0,Menikah,Junior,2,Marketing,Penuh Waktu,5,3,1.5,7.75665032125332,1,6.908911691352672,Sepeda,7,0,10,0,S1,False,21.0,3,153525.24073625304
998,Pria,29.0,Belum Menikah,Junior,3,IT,Penuh Waktu,5,3,2.9,5.14207675057489,1,6.305583217905639,Mobil,6,1,7,0,S1,True,21.5,3,90475.60865596106
999,Pria,35.0,Menikah,,12,IT,Penuh Waktu,5,5,2.1,5.220887497496866,1,7.585996339241648,Mobil,10,4,15,0,S1,True,36.0,3,62383.78148661801
1001,Wanita,34.0,Belum Menikah,Mid-Level,9,Operations,Penuh Waktu,4,2,2.4,7.153371952351276,3,6.406179717267634,Mobil,21,3,12,0,S1,False,34.5,3,92924.58128467153
1003,Pria,35.0,Belum Menikah,Junior,1,IT,Paruh Waktu,1,5,2.8,7.577050266104509,3,6.7592449787286615,Sepeda,6,0,5,0,S1,True,20.5,3,73607.90403211678
1004,Pria,41.0,Belum Menikah,Junior,0,Legal,Paruh Waktu,5,1,2.6,3.330151005375829,1,4.720148190856461,Transportasi Publik,20,0,8,0,S1,True,20.0,3,84193.80045060827
1008,Pria,43.0,Menikah,Mid-Level,10,Sales,Paruh Waktu,3,3,0.2,2.239060927941959,1,4.019376690653694,Transportasi Publik,19,3,10,0,S1,False,35.0,3,52116.09098588808
1010,Wanita,38.0,Menikah,Mid-Level,19,IT,Penuh Waktu,5,4,1.8,5.615037645030929,1,7.901316457268898,Transportasi Publik,29,8,14,0,S1,True,39.5,3,61183.87024914842
1011,Pria,32.0,Menikah,Senior,8,Sales,Penuh Waktu,5,5,2.3,5.00493593260504,3,7.413235087328187,Sepeda Motor,11,4,19,6,S1,False,44.0,3,167674.9928603406
1013,Wanita,30.0,Belum Menikah,Junior,4,Legal,Paruh Waktu,5,3,,8.836598257952389,5,7.808868305268561,Mobil,29,1,5,0,S1,,22.0,3,111402.96280389297
1020,Wanita,34.0,Belum Menikah,Mid-Level,4,Finance,Penuh Waktu,1,5,4.4,6.304331535139047,2,5.698646036257444,Mobil,21,2,15,0,S1,False,32.0,3,93248.8803562044
1024,Wanita,36.0,Menikah,Mid-Level,16,HR,Penuh Waktu,2,3,3.4,5.354640018265629,1,4.907236438862928,Jalan Kaki,1,5,13,0,S1,False,38.0,3,117894.4562272506
1026,Pria,29.0,Belum Menikah,Junior,4,IT,Penuh Waktu,3,5,1.8,4.436623209302479,1,6.958584908686139,Mobil,24,1,8,0,S1,True,22.0,3,120161.79940973235
1027,Pria,29.0,Menikah,Mid-Level,9,Sales,Penuh Waktu,1,5,2.8,5.505456350008653,3,5.032916715315448,Mobil,28,3,14,0,S1,False,34.5,3,160037.95158491482
1028,Pria,26.0,Belum Menikah,Junior,5,Operations,Penuh Waktu,1,5,1.1,4.000551831213213,1,5.3067489134641725,Mobil,13,1,9,0,S1,False,22.5,3,85621.87769148417
1037,Wanita,34.0,Belum Menikah,Junior,3,IT,Penuh Waktu,5,1,,3.64248108122422,3,,Mobil,10,1,6,0,S1,True,21.5,3,97843.0876948905
1046,Pria,29.0,Menikah,Mid-Level,2,IT,Paruh Waktu,3,3,2.1,6.559871469065258,3,5.911595981195953,Transportasi Publik,14,2,15,0,S1,True,31.0,3,136957.57367104624
1051,Pria,31.0,Belum Menikah,Junior,6,Sales,Penuh Waktu,4,5,2.5,6.701017493814192,4,6.029217668486732,Mobil,5,2,10,0,S1,False,23.0,3,150441.81980194646
1053,Pria,42.0,Belum Menikah,Mid-Level,11,Sales,Penuh Waktu,4,1,2.0,4.867492192481297,2,,Mobil,6,3,10,0,S1,False,35.5,3,75077.75782043794
1054,Wanita,25.0,Belum Menikah,Mid-Level,12,Sales,Paruh Waktu,5,3,3.0,2.831760157283142,2,4.28405619877536,Sepeda Motor,5,4,15,0,S1,True,36.0,3,108355.26927834548
1055,Wanita,28.0,Belum Menikah,Magang,0,Sales,Penuh Waktu,2,3,,8.460895851892785,1,7.495782966885557,Sepeda,4,0,21,0,S1,,10.0,3,131229.08981995133
1066,Pria,23.0,Menikah,Mid-Level,13,Customer Service,Penuh Waktu,2,4,,7.522346959020046,1,6.713658889491609,Jalan Kaki,1,6,11,0,S1,False,36.5,3,41099.25510997567
1067,Wanita,44.0,Belum Menikah,Mid-Level,2,Customer Service,Penuh Waktu,3,3,2.6,4.861214428074915,1,7.298257883704088,Transportasi Publik,5,4,11,0,S1,False,31.0,3,148508.28928418492
1072,Pria,26.0,Menikah,Mid-Level,11,Legal,Penuh Waktu,5,5,1.2,7.583351988646402,3,6.764496414180241,Sepeda Motor,5,3,13,0,S1,True,35.5,3,110947.76410851582
1076,Pria,31.0,Menikah,Senior,9,Finance,Penuh Waktu,5,4,0.9,7.043309636649342,2,6.314461120849356,Transportasi Publik,22,8,17,1,S1,False,44.5,3,147978.3514520681
2219,Pria,25.0,Menikah,,9,IT,Paruh Waktu,4,2,1.6,6.66798645046355,4,6.001691799027863,Transportasi Publik,9,5,18,5,S1,True,44.5,3,152837.36894160585
2221,Pria,22.0,Menikah,Senior,12,IT,Penuh Waktu,4,1,1.6,6.984964846698505,1,6.265840462556992,Sepeda Motor,17,4,23,4,S1,True,46.0,3,105814.31691435522
2231,Pria,43.0,Menikah,Mid-Level,4,IT,Penuh Waktu,2,1,3.5,5.388058743052056,2,7.7197333356858,Transportasi Publik,24,4,15,0,S1,True,32.0,3,58927.22556836983
2234,Pria,28.0,Menikah,Mid-Level,3,IT,Penuh Waktu,1,2,0.2,4.514361321493839,1,5.756332217459721,Mobil,19,8,14,0,S1,True,31.5,3,94141.055206326
2241,Wanita,38.0,Menikah,Senior,17,IT,Penuh Waktu,1,1,0.4,8.23674953814295,1,7.308994372094029,Transportasi Publik,11,5,19,6,S1,True,48.5,3,92464.9252
2246,Wanita,29.0,Menikah,Mid-Level,3,Sales,Penuh Waktu,1,3,0.6,5.598671712941704,3,7.888223711597519,Transportasi Publik,12,1,15,0,S1,True,31.5,3,124125.10459805351
2254,Pria,46.0,Belum Menikah,Mid-Level,8,Finance,Penuh Waktu,1,1,1.7,7.4914727840032835,2,6.687930410310974,Sepeda Motor,6,2,13,0,S1,False,34.0,3,96432.32542919708
2270,Wanita,32.0,Menikah,Senior,11,Finance,Penuh Waktu,2,2,2.3,7.866217145500773,4,7.00021737822555,Sepeda,1,10,20,4,S1,False,45.5,3,91366.85043309002
2272,Pria,28.0,Belum Menikah,Mid-Level,14,IT,Kontrak,1,1,3.3,5.06425580115788,1,7.460690982170459,Jalan Kaki,2,4,14,0,S1,True,37.0,3,110262.05700681264
2274,Wanita,26.0,Menikah,Senior,4,Finance,Penuh Waktu,4,3,0.9,7.666221060720658,4,6.83355397424212,Mobil,19,7,21,6,S1,False,42.0,3,157092.4486194647
2279,Wanita,40.0,Belum Menikah,Junior,2,Marketing,Penuh Waktu,3,1,3.5,4.748746547486088,1,5.961419290202938,Mobil,15,0,6,0,S1,True,21.0,3,26540.72392214112
2283,Pria,33.0,Menikah,Mid-Level,3,HR,Penuh Waktu,1,1,,2.66708165051123,1,4.139962505349937,Mobil,5,3,12,0,S1,False,31.5,3,142221.24272846716
2312,Wanita,46.0,,Senior,24,IT,Penuh Waktu,2,3,2.0,7.340095481413615,1,,,24,9,25,9,S1,True,52.0,3,
2313,Pria,32.0,Menikah,Senior,2,Operations,Penuh Waktu,1,4,0.7,5.714572733964333,5,5.20718036861185,Transportasi Publik,17,1,21,8,S1,True,41.0,3,113033.65289829684
2317,Pria,26.0,Belum Menikah,Mid-Level,5,Finance,Penuh Waktu,3,2,1.8,4.896684866233991,3,7.3266342342313475,Sepeda,9,1,14,0,S1,False,32.5,3,158496.52280437952
2319,Pria,24.0,Menikah,Mid-Level,13,IT,Penuh Waktu,1,1,0.8,6.301604548482523,1,8.450569980030174,Sepeda Motor,10,4,11,0,S1,True,36.5,3,123953.78227883208
2328,Pria,27.0,Menikah,Mid-Level,8,IT,Penuh Waktu,1,4,2.8,5.641987493743262,1,7.922876336238765,Transportasi Publik,28,2,15,0,S1,True,34.0,3,63188.83015961071
2333,Wanita,36.0,Menikah,Senior,3,Marketing,Paruh Waktu,4,2,2.1,4.04697555023337,4,6.646866781430851,Transportasi Publik,10,2,18,8,S1,False,41.5,3,25628.06141265207
2348,Pria,40.0,Belum Menikah,Junior,3,IT,Paruh Waktu,3,1,2.9,5.638377069385907,1,5.143683981463161,Transportasi Publik,15,1,9,0,S1,True,21.5,3,122956.54169245742
2352,Wanita,31.0,Belum Menikah,Magang,1,Marketing,Kontrak,2,2,1.3,7.245941242600107,3,6.483320792474995,Sepeda,6,0,25,0,S1,False,10.5,3,137552.19894744526
2358,Wanita,56.0,Belum Menikah,Junior,4,Sales,Penuh Waktu,2,1,1.7,4.382667109326977,5,6.915420028705737,Jalan Kaki,2,1,10,0,S1,False,22.0,3,108662.34399562044
2360,Wanita,30.0,Cerai,Senior,1,Finance,Penuh Waktu,2,5,4.0,4.673368459903697,2,5.895463463568347,Transportasi Publik,20,11,19,3,S1,False,40.5,3,150636.32707493918
2361,Wanita,32.0,Menikah,Mid-Level,16,Sales,Paruh Waktu,2,3,0.3,8.433921665927219,3,7.473304478580921,Mobil,14,5,14,0,S1,True,38.0,3,89056.74858783453
2364,Wanita,26.0,Belum Menikah,Magang,0,Finance,Penuh Waktu,1,3,1.5,4.46708272783273,1,6.98295252351034,Sepeda,2,0,21,0,S1,True,10.0,3,83638.37936107056
2376,Pria,32.0,Cerai,Mid-Level,10,IT,Penuh Waktu,3,2,4.5,7.518594687015197,2,6.710531996154235,Sepeda,10,5,15,0,S1,True,35.0,3,92712.15817080293
2385,Pria,41.0,Menikah,Senior,15,IT,Kontrak,2,3,1.2,4.370078966482251,2,5.63008515682458,Sepeda Motor,16,5,15,9,S1,True,47.5,3,106991.95871435523
2401,Pria,38.0,Belum Menikah,Senior,5,Finance,Paruh Waktu,4,1,,7.498261482930484,1,6.693587659416974,Mobil,22,1,22,3,S1,,42.5,3,129966.23284330902
2414,Wanita,24.0,Cerai,Senior,7,Marketing,Penuh Waktu,2,1,,7.303308072241537,2,6.5311264838428515,Mobil,28,3,21,5,S1,True,43.5,3,100552.76755231144
